currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.releaseDate.day,node.releaseDate.month,node.releaseDate.year,node.releaseDate.__typename,node.productionStatus.currentProductionStage.id,node.productionStatus.currentProductionStage.text,node.productionStatus.currentProductionStage.__typename,node.productionStatus.__typename,node.__typename,node.latestTrailer,node.certificate,node.runtime
24,ChartTitleEdge,85,EpisodeConnection,Episodes,tt0103359,Batman: The Animated Series,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Batman: The Animated Series,TitleText,rm3798014721,2000,3000,https://m.media-amazon.com/images/M/MV5BYjgwZWUzMzUtYTFkNi00MzM0LWFkMWUtMDViMjMxNGIxNDUxXkEyXkFqcGc@._V1_.jpg,Batman: The Animated Series (1992),Markdown,Image,1992,1995.0,YearRange,9.0,125443,RatingsSummary,1380.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Follows the adventures of billionaire playboy Bruce Wayne who is secretly the vigilante known as Batman, whom with help from various side kicks and allies fights a rouges gallery of criminals and super-villains in Gotham City.",Markdown,Plot,vi1675207961,Video,,5.0,9.0,1992,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
25,ChartTitleEdge,18,EpisodeConnection,Episodes,tt11126994,Arcane,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Arcane,TitleText,rm1038512129,2160,2700,https://m.media-amazon.com/images/M/MV5BOWJhYjdjNWEtMWFmNC00ZjNkLThlZGEtN2NkM2U3NTVmMjZkXkEyXkFqcGc@._V1_.jpg,Hailee Steinfeld and Ella Purnell in Arcane (2021),Markdown,Image,2021,2024.0,YearRange,9.0,381757,RatingsSummary,2400.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",Markdown,Plot,vi3214854425,Video,,6.0,11.0,2021,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
26,ChartTitleEdge,63,EpisodeConnection,Episodes,tt3032476,Better Call Saul,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Better Call Saul,TitleText,rm3582663425,3240,4800,https://m.media-amazon.com/images/M/MV5BNDdjNTEzMjMtYjM3Mi00NzQ3LWFlNWMtZjdmYWU3ZDkzMjk1XkEyXkFqcGc@._V1_.jpg,Bob Odenkirk in Better Call Saul (2015),Markdown,Image,2015,2022.0,YearRange,9.0,715396,RatingsSummary,2700.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to and past his fateful run-in with Walter White and Jesse Pinkman.,Markdown,Plot,vi379962649,Video,,8.0,2.0,2015,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
27,ChartTitleEdge,188,EpisodeConnection,Episodes,tt0386676,The Office,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Office,TitleText,rm2849806081,1280,1922,https://m.media-amazon.com/images/M/MV5BZjQwYzBlYzUtZjhhOS00ZDQ0LWE0NzAtYTk4MjgzZTNkZWEzXkEyXkFqcGc@._V1_.jpg,"Steve Carell, Jenna Fischer, Rainn Wilson, John Krasinski, and B.J. Novak in The Office (2005)",Markdown,Image,2005,2013.0,YearRange,9.0,764158,RatingsSummary,1320.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, tedium and romance.",Markdown,Plot,vi3840854297,Video,,24.0,3.0,2005,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
28,ChartTitleEdge,8,EpisodeConnection,Episodes,tt0296310,The Blue Planet,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Blue Planet,TitleText,rm1419830785,592,888,https://m.media-amazon.com/images/M/MV5BYjgyODJmY2YtZTk4Yy00MjBlLWFlM2YtNDIyMDk5YmQxMTllXkEyXkFqcGc@._V1_.jpg,The Blue Planet (2001),Markdown,Image,2001,2001.0,YearRange,9.0,45368,RatingsSummary,3000.0,Runtime,TV-G,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Mammoth series, five years in the making, taking a look at the rich tapestry of life in the world's oceans.",Markdown,Plot,vi3567369497,Video,,27.0,1.0,2002,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
29,ChartTitleEdge,25,EpisodeConnection,Episodes,tt10541088,Clarkson's Farm,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Clarkson's Farm,TitleText,rm2657273089,1920,2560,https://m.media-amazon.com/images/M/MV5BYmIzMmQ1ZmMtYmNiNS00Nzc4LTljYmMtNjJjYTBjNTdiMGFjXkEyXkFqcGc@._V1_.jpg,Jeremy Clarkson in Clarkson's Farm (2021),Markdown,Image,2021,,YearRange,9.0,70043,RatingsSummary,2700.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Reality-TV', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Follow Jeremy Clarkson as he attempts to run a farm in the countryside.,Markdown,Plot,vi3033843225,Video,,10.0,6.0,2021,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
30,ChartTitleEdge,10,EpisodeConnection,Episodes,tt12392504,Scam 1992: The Harshad Mehta Story,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Scam 1992: The Harshad Mehta Story,TitleText,rm2407113985,800,1200,https://m.media-amazon.com/images/M/MV5BNGRkOTVjODgtNTBmZS00MDQ3LWE3ZjQtM2ZiNDQ3OWJkMjM2XkEyXkFqcGc@._V1_.jpg,Pratik Gandhi in Scam 1992: The Harshad Mehta Story (2020),Markdown,Image,2020,2020.0,YearRange,9.2,163954,RatingsSummary,3600.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The rise and fall of Harshad Mehta, a stockbroker who single-handedly took the stock market to great heights, is depicted.",Markdown,Plot,vi3437281561,Video,,9.0,10.0,2020,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
31,ChartTitleEdge,8,EpisodeConnection,Episodes,tt1806234,Human Planet,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Human Planet,TitleText,rm3087477249,960,1440,https://m.media-amazon.com/images/M/MV5BMDYxN2U4YjEtZmZjYS00NmJkLTg3Y2EtZjFmNmFiNmExMDMwXkEyXkFqcGc@._V1_.jpg,Human Planet (2011),Markdown,Image,2011,2011.0,YearRange,9.0,29717,RatingsSummary,3000.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A cinematic experience bringing you the most amazing human stories in the world. Humans and wildlife surviving in the most extreme environments on Earth,Markdown,Plot,vi1053146393,Video,,13.0,1.0,2011,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
32,ChartTitleEdge,10,EpisodeConnection,Episodes,tt2092588,Frozen Planet,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Frozen Planet,TitleText,rm3855419905,1000,1500,https://m.media-amazon.com/images/M/MV5BMDE0ZTZlZDItOTgzNS00Zjg4LWEwOWEtYjc1YzY2MjliZTM5XkEyXkFqcGc@._V1_.jpg,Frozen Planet (2011),Markdown,Image,2011,2012.0,YearRange,9.0,35376,RatingsSummary,3600.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Focuses on life and the environment in both the Arctic and Antarctic.,Markdown,Plot,vi3182869785,Video,,18.0,3.0,2012,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
33,ChartTitleEdge,148,EpisodeConnection,Episodes,tt2098220,Hunter x Hunter,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Hunter x Hunter,TitleText,rm3767801089,1000,1426,https://m.media-amazon.com/images/M/MV5BYzYxOTlkYzctNGY2MC00MjNjLWIxOWMtY2QwYjcxZWIwMmEwXkEyXkFqcGc@._V1_.jpg,"Keiji Fujiwara, Miyuki Sawashiro, Mariya Ise, and Megumi Han in Hunter x Hunter (2011)",Markdown,Image,2011,2014.0,YearRange,9.0,157932,RatingsSummary,1440.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",Markdown,Plot,vi1267121689,Video,,17.0,4.0,2016,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
34,ChartTitleEdge,14,EpisodeConnection,Episodes,tt0303461,Firefly,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Firefly,TitleText,rm1906672641,1280,1920,https://m.media-amazon.com/images/M/MV5BYzYyZWYzNzUtOWQ4Yi00Y2Q4LWJjZjgtZTllNjg2ZGM0MTcyXkEyXkFqcGc@._V1_.jpg,"Adam Baldwin, Nathan Fillion, Ron Glass, Sean Maher, Jewel Staite, Gina Torres, Alan Tudyk, Morena Baccarin, and Summer Glau in Firefly (2002)",Markdown,Image,2002,2003.0,YearRange,8.9,289268,RatingsSummary,2700.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sci-Fi', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.",Markdown,Plot,vi4011703577,Video,,20.0,9.0,2002,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
35,ChartTitleEdge,64,EpisodeConnection,Episodes,tt0081912,Only Fools and Horses,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Only Fools and Horses,TitleText,rm1305149952,752,1053,https://m.media-amazon.com/images/M/MV5BMWM4YjFhOWMtYzg1Yi00NTA2LTlmNzMtNDk3M2M1MTRiN2QyXkEyXkFqcGc@._V1_.jpg,"David Jason, Nicholas Lyndhurst, and Lennard Pearce in Only Fools and Horses (1981)",Markdown,Image,1981,2003.0,YearRange,9.0,60223,RatingsSummary,5700.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals and search for the big score that'll make them millionaires.,Markdown,Plot,vi1892335641,Video,,8.0,9.0,1981,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
36,ChartTitleEdge,9,EpisodeConnection,Episodes,tt0098769,The Civil War,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Civil War,TitleText,rm4226353665,2000,3000,https://m.media-amazon.com/images/M/MV5BYTUwNTM2YTAtODA3Yi00YjU0LTliNzktM2YzMzk5NzU5ZTcyXkEyXkFqcGc@._V1_.jpg,The Civil War (1990),Markdown,Image,1990,1990.0,YearRange,9.0,21030,RatingsSummary,5400.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'History', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'War', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A comprehensive survey of the American Civil War.,Markdown,Plot,vi3935158041,Video,,23.0,9.0,1990,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
37,ChartTitleEdge,37,EpisodeConnection,Episodes,tt0877057,Death Note,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Death Note: Desu nôto,TitleText,rm2829388289,1000,1500,https://m.media-amazon.com/images/M/MV5BYTgyZDhmMTEtZDFhNi00MTc4LTg3NjUtYWJlNGE5Mzk2NzMxXkEyXkFqcGc@._V1_.jpg,"Kappei Yamaguchi, Shidô Nakamura, and Mamoru Miyano in Death Note (2006)",Markdown,Image,2006,2007.0,YearRange,8.9,415024,RatingsSummary,1440.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,Markdown,Plot,vi2312227097,Video,,21.0,10.0,2007,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
38,ChartTitleEdge,41,EpisodeConnection,Episodes,tt1865718,Gravity Falls,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Gravity Falls,TitleText,rm3967011840,2779,4335,https://m.media-amazon.com/images/M/MV5BMTEzNDc3MDQ2NzNeQTJeQWpwZ15BbWU4MDYzMzUwMDIx._V1_.jpg,"Jason Ritter, Kristen Schaal, and Alex Hirsch in Gravity Falls (2012)",Markdown,Image,2012,2016.0,YearRange,8.9,152786,RatingsSummary,1380.0,Runtime,TV-Y7,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",Markdown,Plot,vi3628907545,Video,,15.0,6.0,2012,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
39,ChartTitleEdge,172,EpisodeConnection,Episodes,tt0098904,Seinfeld,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Seinfeld,TitleText,rm1405813248,1000,1426,https://m.media-amazon.com/images/M/MV5BMmRjNjZjN2ItN2FkYi00ZDg0LWExN2EtMTU2ODUwNWU1M2NhXkEyXkFqcGc@._V1_.jpg,"Julia Louis-Dreyfus, Jerry Seinfeld, Jason Alexander, and Michael Richards in Seinfeld (1989)",Markdown,Image,1989,1998.0,YearRange,8.9,366019,RatingsSummary,1320.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,Markdown,Plot,vi12698393,Video,,5.0,7.0,1989,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
40,ChartTitleEdge,10,EpisodeConnection,Episodes,tt0092337,Dekalog,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Dekalog,TitleText,rm3570207233,1000,1500,https://m.media-amazon.com/images/M/MV5BZmUzZjk0NjEtOTFjMC00NDI2LTkwZmEtZWIxYjVjNDEwNWZiXkEyXkFqcGc@._V1_.jpg,Dekalog (1989),Markdown,Image,1989,1990.0,YearRange,8.9,30420,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Ten television drama films, each one based on one of the Ten Commandments.",Markdown,Plot,vi2686236697,Video,,10.0,12.0,1989,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
41,ChartTitleEdge,3,EpisodeConnection,Episodes,tt9735318,The Beatles: Get Back,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Beatles: Get Back,TitleText,rm2029777921,4050,6000,https://m.media-amazon.com/images/M/MV5BYmEzY2E0MDQtMTc3NS00OTM5LWIyMDMtMTliNThlOWQ5OWEyXkEyXkFqcGc@._V1_.jpg,"Paul McCartney, John Lennon, George Harrison, Ringo Starr, and The Beatles in The Beatles: Get Back (2021)",Markdown,Image,2021,2021.0,YearRange,8.9,31720,RatingsSummary,9000.0,Runtime,PG-13,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Music', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"In January 1969, The Beatles set out to write and record new songs for their first live show in more than two years, culminating in an impromptu concert atop their Savile Row studio.",Markdown,Plot,vi2466235673,Video,,25.0,11.0,2021,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
42,ChartTitleEdge,56,EpisodeConnection,Episodes,tt13675832,As If,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Gibi,TitleText,rm2167853569,1080,1350,https://m.media-amazon.com/images/M/MV5BOWY0ZGIyZjAtZDIxMC00NTY4LTgyNDEtYmMwMzBmNmQ0MmE1XkEyXkFqcGc@._V1_.jpg,Feyyaz Yigit and Kivanç Kilinç in As If (2021),Markdown,Image,2021,,YearRange,9.0,27818,RatingsSummary,1800.0,Runtime,,,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Yilmaz and Ilkkan are two friends who are constantly fighting each other. Their greatest feature is always being able to do something that will turn their ordinary lives upside down.,Markdown,Plot,vi926794521,Video,,1.0,1.0,2021,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
43,ChartTitleEdge,26,EpisodeConnection,Episodes,tt0213338,Cowboy Bebop,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Kaubôi bibappu: Cowboy Bebop,TitleText,rm2077174785,1080,1472,https://m.media-amazon.com/images/M/MV5BMTU3ZTdiOGQtYmYwYy00OGM5LThmNjMtZGJmNTVlZjk1ZmEyXkEyXkFqcGc@._V1_.jpg,"Megumi Hayashibara, Unshô Ishizuka, Aoi Tada, and Kôichi Yamadera in Cowboy Bebop (1998)",Markdown,Image,1998,1999.0,YearRange,8.9,151111,RatingsSummary,1440.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The futuristic misadventures and tragedies of an easygoing bounty hunter and his partners.,Markdown,Plot,vi3092234009,Video,,2.0,9.0,2001,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
44,ChartTitleEdge,31,EpisodeConnection,Episodes,tt2356777,True Detective,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,True Detective,TitleText,rm378941696,736,1031,https://m.media-amazon.com/images/M/MV5BYjgwYzA1NWMtNDYyZi00ZGQyLWI5NTktMDYwZjE2OTIwZWEwXkEyXkFqcGc@._V1_.jpg,Matthew McConaughey and Woody Harrelson in True Detective (2014),Markdown,Image,2014,,YearRange,8.9,693572,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Mystery', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",Markdown,Plot,vi4042180889,Video,,12.0,1.0,2014,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
45,ChartTitleEdge,51,EpisodeConnection,Episodes,tt2802850,Fargo,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Fargo,TitleText,rm2100742912,437,653,https://m.media-amazon.com/images/M/MV5BMjMzMTIzMTUwN15BMl5BanBnXkFtZTgwNjE0NTg0MTE@._V1_.jpg,"Billy Bob Thornton, Colin Hanks, Jason Schwartzman, and Allison Tolman in Fargo (2014)",Markdown,Image,2014,2024.0,YearRange,8.8,440901,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Various chronicles of deception, intrigue, and murder in and around frozen Minnesota. All of these tales mysteriously lead back one way or another to Fargo, North Dakota.",Markdown,Plot,vi3170879769,Video,,15.0,4.0,2014,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
